"KOTA,KECAMATAN,CODE,REG,ESTIMASI REG,OKE,ESTIMASI OKE,YES,ORIGIN"
"AcehTimur,SimpangUlim,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"Simeuleu,SimuelueBarat,BTJ,90000,+ 10,-,-,-,JAKARTA"
"Simeuleu,Sinabang,BTJ,90000,+ 10,-,-,-,JAKARTA"
"AcehSingkil,Singkil,BTJ,48000,2 - 3,41000,3 - 6,-,JAKARTA"
"AcehSingkil,SingkilUtara,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"AcehSingkil,Singkohor,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"Subulussalam,Subulussalam,BTJ,48000,2 - 3,41000,3 - 6,-,JAKARTA"
"Sabang,Sukajaya,BTJ,48000,2 - 3,41000,3 - 6,-,JAKARTA"
"Sabang,Sukakarya,BTJ,48000,2 - 3,41000,3 - 6,-,JAKARTA"
"NaganRaya,SukaMakmue,BTJ,48000,2 - 3,41000,3 - 6,-,JAKARTA"
"AcehBesar,Sukamakmur,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"Subulussalam,SultanDaulat,BTJ,48000,2 - 3,41000,3 - 6,-,JAKARTA"
"AcehBarat,SungaiMas,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"AcehTimur,SungaiRaya,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"AcehSingkil,SuroBaru,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"AcehBaratDaya,Susoh,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"AcehUtara,SyamtaliraAron,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"AcehUtara,SyamtaliraBayu,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"BandaAceh,SyiahKuala,BTJ,33000,1 - 2,29000,2 - 3,-,JAKARTA"
"BenerMeriah,SyiahKuala,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"AcehTengah,Takengon,BTJ,48000,2 - 3,41000,3 - 6,-,JAKARTA"
"AcehTamiang,TamiangHulu,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"AcehUtara,TanahJamboAye,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"AcehUtara,TanahLuas,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"AcehUtara,TanahPasir,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"AcehBaratDaya,TanganTangan,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"Pidie,Tangse,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"AcehSelatan,TapakTuan,BTJ,48000,2 - 3,41000,3 - 6,-,JAKARTA"
"Simeuleu,TelukDalam,BTJ,90000,+ 10,-,-,-,JAKARTA"
"GayoLues,Terangon,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"GayoLues,TeripeJaya,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"AcehJaya,Teunom,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"Simeuleu,TeupahBarat,BTJ,90000,+ 10,-,-,-,JAKARTA"
"Simeuleu,TeupahSelatan,BTJ,90000,+ 10,-,-,-,JAKARTA"
"BenerMeriah,TimangGajah,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"Pidie,Tiro/Truseb,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"Pidie,Titeua/Keumala,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"PidieJaya,Trienggading,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"AcehSelatan,Trumon,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"AcehSelatan,TrumonTimur,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"BandaAceh,UleeKareng,BTJ,33000,1 - 2,29000,2 - 3,-,JAKARTA"
"PidieJaya,Ulim,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"BenerMeriah,WihPesam,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"AcehBarat,Woyla,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"AcehBarat,WoylaBarat,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"AcehBarat,WoylaTimur,BTJ,60000,3 - 6,52000,4 - 7,-,JAKARTA"
"Indramayu,Anjatan,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Indramayu,Arahan,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Majalengka,Argapura,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Arjawinangun,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Astanajapura,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Babakan,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Indramayu,Balongan,CBN,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Indramayu,Bangodua,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Majalengka,Banjaran,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Majalengka,Bantarujeg,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Beber,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Indramayu,Bongas,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Indramayu,Cantigi,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Kuningan,CiawiGebang,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Kuningan,Cibeureum,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Kuningan,Cibingbin,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Kuningan,Cidahu,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Kuningan,Cigandamekar,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Majalengka,Cigasong,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Kuningan,Cigugur,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Indramayu,Cikedung,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Majalengka,Cikijing,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Kuningan,Cilebak,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Ciledug,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Kuningan,Cilimus,CBN,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Kuningan,Cimahi,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Majalengka,Cingambul,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Kuningan,Ciniru,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Kuningan,Cipicung,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Cirebon,CBN,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Cirebon,CirebonBarat,CBN,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Cirebon,CirebonSelatan,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,CirebonUtara,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Ciwaringin,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Kuningan,Ciwaru,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Kuningan,Darma,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Majalengka,Dawuan,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Depok,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Dukupuntang,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Indramayu,GabusWetan,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Indramayu,Gantar,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Kuningan,Garawangi,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Gebang,CBN,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Cirebon,Gegesik,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Gempol,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Kuningan,Hantara,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Harjamukti,CBN,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Indramayu,Haurgeulis,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Indramayu,Indramayu,CBN,13000,2 - 3,12000,3 - 6,19000,JAKARTA"
"Kuningan,Jalaksana,CBN,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Kuningan,Japara,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Indramayu,Jatibarang,CBN,13000,2 - 3,12000,3 - 6,19000,JAKARTA"
"Majalengka,Jatitujuh,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Majalengka,Jatiwangi,CBN,13000,2 - 3,12000,3 - 6,19000,JAKARTA"
"Indramayu,Juntiyuat,CBN,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Majalengka,Kadipaten,CBN,13000,2 - 3,12000,3 - 6,19000,JAKARTA"
"Kuningan,Kadugede,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Kuningan,Kalimanggis,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Kaliwedi,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Indramayu,Kandanghaur,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Kapetakan,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Indramayu,Karangampel,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Kuningan,Karangkancana,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Karangsembung,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Karangwareng,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Kedawung,CBN,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Indramayu,KedokanBunder,CBN,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Cirebon,Kejaksan,CBN,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Majalengka,Kertajati,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Indramayu,Kertasemaya,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Kesambi,CBN,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Cirebon,Klangenan,CBN,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Kuningan,Kramatmulya,CBN,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Indramayu,Krangkeng,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Indramayu,Kroya,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Kuningan,Kuningan,CBN,13000,2 - 3,12000,3 - 6,19000,JAKARTA"
"Kuningan,Lebakwangi,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Indramayu,Lelea,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Lemahabang,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Majalengka,Lemahsugih,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Lemahwungkuk,CBN,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Majalengka,Leuwimunding,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Majalengka,Ligung,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Indramayu,Lohbener,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Indramayu,Losarang,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Losari,CBN,13000,2 - 3,12000,3 - 6,-,JAKARTA"
"Kuningan,Luragung,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Majalengka,Maja,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Majalengka,Majalengka,CBN,13000,2 - 3,12000,3 - 6,19000,JAKARTA"
"Kuningan,Maleber,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Kuningan,Mandirancan,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Mundu,CBN,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Kuningan,Nusaherang,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Pabedilan,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Pabuaran,CBN,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Majalengka,Palasah,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Palimanan,CBN,13000,2 - 3,12000,3 - 6,19000,JAKARTA"
"Kuningan,Pancalang,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Pangenan,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Panguragan,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Majalengka,Panyingkiran,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Pasaleman,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Kuningan,Pasawahan,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Pekalipan,CBN,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Cirebon,Plered,CBN,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Cirebon,Plumbon,CBN,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Majalengka,Rajagaluh,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Sedong,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Kuningan,Selajambe,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Indramayu,Sindang,CBN,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Kuningan,Sindangagung,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Majalengka,Sindangwangi,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Indramayu,Sliyeg,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Kuningan,Subang,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Indramayu,Sukagumiwang,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Majalengka,Sukahaji,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Indramayu,Sukra,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Sumber,CBN,13000,2 - 3,12000,3 - 6,19000,JAKARTA"
"Majalengka,SumberJaya,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Susukan,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Susukanlebak,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Majalengka,Talaga,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,TengahTani,CBN,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Indramayu,Trisi,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Waled,CBN,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cirebon,Weru,CBN,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Indramayu,Widasari,CBN,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"JakartaTimur,Cakung,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaPusat,CempakaPutih,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaBarat,Cengkareng,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaSelatan,Cilandak,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaUtara,Cilincing,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaTimur,Cipayung,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaTimur,Ciracas,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaTimur,DurenSawit,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaPusat,Gambir,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaBarat,Grogol,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaSelatan,Jagakarsa,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"Jakarta,Jakarta,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaBarat,JakartaBarat,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaPusat,JakartaPusat,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaSelatan,JakartaSelatan,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaTimur,JakartaTimur,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaUtara,JakartaUtara,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaTimur,Jatinegara,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaPusat,JoharBaru,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaBarat,Kalideres,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaSelatan,KebayoranBaru,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaSelatan,KebayoranLama,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaBarat,KebonJeruk,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaUtara,KelapaGading,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaPusat,Kemayoran,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaBarat,Kembangan,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"KepulauanSeribu,KepulauanSeribuSelatan,CGK,8000,1 - 2,7000,2 - 3,-,JAKARTA"
"KepulauanSeribu,KepulauanSeribuUtara,CGK,8000,1 - 2,7000,2 - 3,-,JAKARTA"
"JakartaUtara,Koja,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaTimur,KramatJati,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaTimur,Makassar,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaSelatan,MampangPrapatan,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaTimur,Matraman,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaPusat,Menteng,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaUtara,Pademangan,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaBarat,Palmerah,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaSelatan,Pancoran,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaSelatan,PasarMinggu,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaTimur,PasarRebo,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaUtara,Penjaringan,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaSelatan,Pesanggrahan,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"KepulauanSeribu,PulauPramuka,CGK,8000,1 - 2,7000,2 - 3,-,JAKARTA"
"JakartaTimur,PuloGadung,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaPusat,SawahBesar,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaPusat,Senen,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaSelatan,Setiabudi,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaBarat,Tamansari,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaBarat,Tambora,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaPusat,TanahAbang,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaUtara,TanjungPriok,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"JakartaSelatan,Tebet,CGK,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"Pandeglang,Angsana,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Serang,Anyar,CLG,10000,2 - 3,9000,3 - 6,-,JAKARTA"
"Pandeglang,Banjar,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Lebak,Banjarsari,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Serang,Baros,CLG,10000,2 - 3,9000,3 - 6,,JAKARTA"
"Lebak,Bayah,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Serang,Binuang,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Serang,Bojonegara,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Pandeglang,Bojong,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Lebak,Bojongmanik,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Pandeglang,CadasSari,CLG,13000,3 - 6,12000,4 - 7,,JAKARTA"
"Serang,Carenang,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Pandeglang,Carita,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Lebak,Cibadak,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Pandeglang,Cibaliung,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Cilegon,Cibeber,CLG,9000,1 - 2,8000,2 - 3,19000,JAKARTA"
"Lebak,Cibeber,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Pandeglang,Cibitung,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Pandeglang,Cigeulis,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Lebak,Cijaku,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Serang,Cikande,CLG,13000,3 - 6,12000,4 - 7,,JAKARTA"
"Pandeglang,Cikedal,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Serang,Cikeusal,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Pandeglang,Cikeusik,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Lebak,Cikulur,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Cilegon,Cilegon,CLG,9000,1 - 2,8000,2 - 3,19000,JAKARTA"
"Lebak,Cileles,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Pandeglang,Cimanggu,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Pandeglang,Cimanuk,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Lebak,Cimarga,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Serang,Cinangka,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Serang,Ciomas,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Lebak,Cipanas,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Pandeglang,Cipeucang,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Serang,CipocokJaya,CLG,9000,1 - 2,8000,2 - 3,19000,JAKARTA"
"Serang,Ciruas,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Pandeglang,Cisata,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Cilegon,Citangkil,CLG,9000,1 - 2,8000,2 - 3,19000,JAKARTA"
"Cilegon,Ciwandan,CLG,9000,1 - 2,8000,2 - 3,19000,JAKARTA"
"Serang,Curug,CLG,9000,1 - 2,8000,2 - 3,19000,JAKARTA"
"Lebak,Curugbitung,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Cilegon,Gerogol,CLG,9000,1 - 2,8000,2 - 3,19000,JAKARTA"
"Lebak,Gunungkencana,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Serang,Jawilan,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Pandeglang,Jiput,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Cilegon,Jombang,CLG,9000,1 - 2,8000,2 - 3,19000,JAKARTA"
"Pandeglang,Kaduhejo,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Pandeglang,Karangtanjung,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Serang,Kasemen,CLG,9000,1 - 2,8000,2 - 3,19000,JAKARTA"
"Serang,Kibin,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Serang,Kopo,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Serang,Kragilan,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Serang,Kramatwatu,CLG,13000,3 - 6,12000,4 - 7,19000,JAKARTA"
"Pandeglang,Labuan,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Lebak,Leuwidamar,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Lebak,Maja,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Lebak,Malingping,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Serang,Mancak,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Pandeglang,Mandalawangi,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Pandeglang,Menes,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Cilegon,Merak,CLG,9000,1 - 2,8000,2 - 3,19000,JAKARTA"
"Lebak,Muncang,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Pandeglang,Munjul,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Serang,Pabuaran,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Serang,Padarincang,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Pandeglang,Pagelaran,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Serang,Pamarayan,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Pandeglang,Pandeglang,CLG,10000,2 - 3,9000,3 - 6,19000,JAKARTA"
"Lebak,Panggarangan,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Pandeglang,Panimbang,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Pandeglang,Patia,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Serang,Petir,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Pandeglang,Picung,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Serang,Pontang,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Serang,Puloampel,CLG,13000,3 - 6,12000,4 - 7,-,JAKARTA"
"Cilegon,Purwakarta,CLG,9000,1 - 2,8000,2 - 3,19000,JAKARTA"
"Lebak,Rangkasbitung,CLG,10000,2 - 3,9000,3 - 6,19000,JAKARTA"
