"KOTA,KECAMATAN,CODE,REG,ESTIMASI REG,OKE,ESTIMASI OKE,YES,ORIGIN"
"Cianjur,Cianjur,SMI,12000,2 - 3,11000,3 - 6,19000,JAKARTA"
"Sukabumi,Cibadak,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Cianjur,Cibeber,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Cibeureum,SMI,9000,1 - 2,8000,2 - 3,19000,JAKARTA"
"Cianjur,Cibinong,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Cibitung,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Cicantayan,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Cicurug,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Cidadap,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Cidahu,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Cianjur,Cidaun,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Cidolog,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Ciemas,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Cianjur,Cijati,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Cianjur,Cikadu,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Cikakak,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Cianjur,CIKALONGKULON,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Cikembar,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Cikidang,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Cikole,SMI,9000,1 - 2,8000,2 - 3,19000,JAKARTA"
"Cianjur,Cilaku,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Cianjur,Cipanas,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Ciracap,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Cianjur,Ciranjang,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Cireunghas,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Cisaat,SMI,15000,3 - 6,14000,4 - 7,19000,JAKARTA"
"Sukabumi,Cisolok,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Citamiang,SMI,9000,1 - 2,8000,2 - 3,19000,JAKARTA"
"Cianjur,Cugenang,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Curugkembar,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Gegerbitung,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Cianjur,Gekbrong,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,GunungGuruh,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,GUNUNGPUYUH,SMI,9000,1 - 2,8000,2 - 3,19000,JAKARTA"
"Sukabumi,JampangKulon,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,JampangTengah,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Kabandungan,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Kadudampit,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Cianjur,Kadupandak,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,KalapaNunggal,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Kalibunder,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Cianjur,Karangtengah,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Kebonpedes,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Cianjur,Leles,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,LEMBURSITU,SMI,9000,1 - 2,8000,2 - 3,19000,JAKARTA"
"Sukabumi,Lengkong,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Cianjur,Mande,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Nagrak,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Cianjur,Naringgul,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Nyalindung,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Pabuaran,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Cianjur,Pacet,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Cianjur,Pagelaran,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,ParakanSalak,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,ParungKuda,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,PelabuhanRatu,SMI,12000,2 - 3,11000,3 - 6,-,JAKARTA"
"Sukabumi,Purabaya,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Sagaranten,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Simpenan,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Cianjur,Sindangbarang,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Sukabumi,SMI,9000,1 - 2,8000,2 - 3,19000,JAKARTA"
"Sukabumi,Sukalarang,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Cianjur,Sukaluyu,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Cianjur,Sukanagara,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Sukaraja,SMI,15000,3 - 6,14000,4 - 7,19000,JAKARTA"
"Cianjur,Sukaresmi,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Surade,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Cianjur,Takokak,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Cianjur,Tanggeung,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,TegalBuleud,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Waluran,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Sukabumi,Warudoyong,SMI,9000,1 - 2,8000,2 - 3,19000,JAKARTA"
"Sukabumi,WarungKiara,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Cianjur,Warungkondang,SMI,15000,3 - 6,14000,4 - 7,-,JAKARTA"
"Boyolali,Ampel,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Boyolali,Andong,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Sukoharjo,Baki,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Surakarta,Banjarsari,SOC,16000,1 - 2,14000,2 - 3,24000,JAKARTA"
"Boyolali,Banyudono,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonogiri,Baturetno,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonogiri,Batuwarno,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Klaten,Bayat,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Sukoharjo,Bendosari,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Boyolali,Boyolali,SOC,20000,2 - 3,17000,3 - 6,24000,JAKARTA"
"Sukoharjo,Bulu,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonogiri,Bulukerto,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Klaten,Cawas,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Klaten,Ceper,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Boyolali,Cepogo,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"KarangAnyar,Colomadu,SOC,25000,3 - 6,22000,4 - 7,24000,JAKARTA"
"Klaten,Delanggu,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonogiri,Eromoko,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Klaten,Gantiwarno,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Sukoharjo,Gatak,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Sragen,Gemolong,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Sragen,Gesi,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonogiri,Girimarto,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonogiri,Giritontro,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonogiri,Giriwoyo,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Sragen,Gondang,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"KarangAnyar,Gondangrejo,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Sukoharjo,Grogol,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"KarangAnyar,Jaten,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Klaten,Jatinom,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonogiri,Jatipurno,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"KarangAnyar,Jatipuro,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonogiri,Jatiroto,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonogiri,Jatisrono,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"KarangAnyar,Jatiyoso,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Surakarta,Jebres,SOC,16000,1 - 2,14000,2 - 3,24000,JAKARTA"
"Sragen,Jenar,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"KarangAnyar,Jenawi,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Klaten,Jogonalan,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"KarangAnyar,Jumantono,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"KarangAnyar,Jumapolo,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Boyolali,Juwangi,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Klaten,Juwiring,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Sragen,Kalijambe,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Klaten,Kalikotes,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Klaten,Karanganom,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"KarangAnyar,Karanganyar,SOC,20000,2 - 3,17000,3 - 6,24000,JAKARTA"
"Klaten,Karangdowo,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Boyolali,Karanggede,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Sragen,Karangmalang,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Klaten,Karangnongko,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"KarangAnyar,Karangpandan,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonogiri,Karangtengah,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Sukoharjo,Kartasura,SOC,20000,2 - 3,17000,3 - 6,24000,JAKARTA"
"KarangAnyar,Kebakkramat,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Klaten,Kebonarum,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Sragen,Kedawung,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Klaten,Kemalang,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Boyolali,Kemusu,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"KarangAnyar,Kerjo,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonogiri,Kismantoro,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Klaten,Klaten,SOC,20000,2 - 3,17000,3 - 6,24000,JAKARTA"
"Klaten,KlatenSelatan,SOC,25000,3 - 6,22000,4 - 7,24000,JAKARTA"
"Klaten,KlatenTengah,SOC,25000,3 - 6,22000,4 - 7,24000,JAKARTA"
"Klaten,KlatenUtara,SOC,25000,3 - 6,22000,4 - 7,24000,JAKARTA"
"Boyolali,Klego,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Surakarta,Laweyan,SOC,16000,1 - 2,14000,2 - 3,24000,JAKARTA"
"Klaten,Manisrenggo,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonogiri,Manyaran,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Sragen,Masaran,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"KarangAnyar,Matesih,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Sragen,Miri,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"KarangAnyar,Mojogedang,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Sukoharjo,Mojolaban/Palur,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Boyolali,Mojosongo,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Sragen,Mondokan,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Boyolali,Musuk,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonogiri,Ngadirojo,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"KarangAnyar,Ngargoyoso,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Klaten,Ngawen,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Boyolali,Ngemplak,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Sragen,Ngrampal,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonogiri,Nguntoronadi,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Sukoharjo,Nguter,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Boyolali,Nogosari,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonogiri,Paranggupito,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Surakarta,PasarKliwon,SOC,16000,1 - 2,14000,2 - 3,24000,JAKARTA"
"Klaten,Pedan,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Sragen,Plupuh,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Klaten,Polanharjo,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Sukoharjo,Polokarto,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonogiri,Pracimantoro,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Klaten,Prambanan,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonogiri,Puhpelem,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonogiri,Purwantoro,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Boyolali,Sambi,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Sragen,Sambirejo,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Sragen,Sambungmacan,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Boyolali,Sawit,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Boyolali,Selo,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonogiri,Selogiri,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Surakarta,Serengan,SOC,16000,1 - 2,14000,2 - 3,24000,JAKARTA"
"Sragen,Sidoharjo,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonogiri,Sidoharjo,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Boyolali,Simo,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonogiri,Slogohimo,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Surakarta,Solo,SOC,16000,1 - 2,14000,2 - 3,24000,JAKARTA"
"Sragen,Sragen,SOC,20000,2 - 3,17000,3 - 6,24000,JAKARTA"
"Sragen,Sukodono,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Sukoharjo,Sukoharjo,SOC,20000,2 - 3,17000,3 - 6,24000,JAKARTA"
"Sragen,Sumberlawang,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Sragen,Tangen,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Sragen,Tanon,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"KarangAnyar,Tasikmadu,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"KarangAnyar,Tawangmangu,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Sukoharjo,Tawangsari,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Boyolali,Teras,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonogiri,Tirtomoyo,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Klaten,Trucuk,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Klaten,Tulung,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Klaten,Wedi,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Sukoharjo,Weru,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonogiri,Wonogiri,SOC,20000,2 - 3,17000,3 - 6,24000,JAKARTA"
"Klaten,Wonosari,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Boyolali,Wonosegoro,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonogiri,Wuryantoro,SOC,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Sorong,Abun,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"SorongSelatan,Aifat,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"SorongSelatan,AifatTimur,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Sorong,Aimas,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"SorongSelatan,Aitinyo,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Manokwari,Amberbaken,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Manokwari,Anggi,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"TelukBintuni,Aranday,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"SorongSelatan,Ayamaru,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"SorongSelatan,AyamaruUtara,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"TelukBintuni,Babo,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Sorong,Beraur,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"TelukBintuni,Bintuni,SOQ,115000,4 - 6,98000,6 - 9,-,JAKARTA"
"Kaimana,Buruwai,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"TelukBintuni,Door,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"TelukBintuni,Fafuwar,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Fak-Fak,FAK-FAK,SOQ,115000,4 - 6,98000,6 - 9,-,JAKARTA"
"Fak-Fak,FakfakBarat,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Fak-Fak,FakfakTimur,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Sorong,Fef,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"SorongSelatan,Inanwatan,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Kaimana,Kaimana,SOQ,115000,4 - 6,98000,6 - 9,-,JAKARTA"
"SorongSelatan,Kais,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Manokwari,Kebar,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"RajaAmpat,KepulauanAyau,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Sorong,Klamono,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"RajaAmpat,Kofiau,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Fak-Fak,Kokas,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"SorongSelatan,Kokoda,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"TelukBintuni,Kuri,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Sorong,Makbon,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Manokwari,Manokwari,SOQ,115000,4 - 6,98000,4 - 6,-,JAKARTA"
"SorongSelatan,Mare,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Manokwari,Masni,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"TelukBintuni,Merdey,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Manokwari,Minyambouw,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"RajaAmpat,Misool,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"RajaAmpat,MisoolTimurSelatan,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Sorong,Moraid,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"TelukBintuni,MoskonaSelatan,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"TelukBintuni,MoskonaUtara,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"SorongSelatan,Moswaren,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Manokwari,Oransbari,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Manokwari,Prafi,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Manokwari,Ransiki,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"TelukWondama,Rasei,SOQ,115000,4 - 6,98000,6 - 9,-,JAKARTA"
"TelukWondama,Rumberpon,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Sorong,Salawati,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"RajaAmpat,Samate,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Sorong,Sausapor,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"SorongSelatan,Sawiat,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Sorong,Sayosa,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Sorong,Seget,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Sorong,Segun,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"SorongSelatan,Seremuk,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Sorong,Sorong,SOQ,80000,2 - 4,68000,6 - 9,-,JAKARTA"
"Sorong,SorongBarat,SOQ,80000,2 - 4,68000,6 - 9,-,JAKARTA"
"Sorong,SorongTimur,SOQ,80000,2 - 4,68000,6 - 9,-,JAKARTA"
"Manokwari,Sugurey,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Kaimana,TelukArguni,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Kaimana,TelukEtna,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"RajaAmpat,TelukMayalibit,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"TelukBintuni,Tembuni,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"SorongSelatan,Teminabuan,SOQ,115000,4 - 6,98000,6 - 9,-,JAKARTA"
"RajaAmpat,WaigeoBarat,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"RajaAmpat,WaigeoSelatan,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"RajaAmpat,WaigeoTimur,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"RajaAmpat,WaigeoUtara,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"RajaAmpat,Waisai,SOQ,115000,4 - 6,98000,6 - 9,-,JAKARTA"
"TelukWondama,Wamesa,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Manokwari,Warmare,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"TelukWondama,Wasior,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"TelukWondama,WasiorBarat,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"TelukWondama,WasiorSelatan,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"TelukWondama,WasiorUtara,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"SorongSelatan,Wayer,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"TelukWondama,Windesi,SOQ,144000,6 - 9,123000,9 - 10,-,JAKARTA"
"Tegal,Adiwerna,SRG,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Banyumas,Ajibarang,SRG,20000,2 - 3,17000,3 - 6,-,JAKARTA"
"Semarang,Ambarawa,SRG,20000,2 - 3,17000,3 - 6,24000,JAKARTA"
"Pemalang,Ampelgading,SRG,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Salatiga,Argomulyo,SRG,20000,2 - 3,17000,3 - 6,24000,JAKARTA"
"Kudus,Bae,SRG,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Tegal,Balapulang,SRG,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Bojonegoro,Balen,SRG,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Semarang,Bancak,SRG,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Batang,Bandar,SRG,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Jepara,Bangsri,SRG,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Blora,Banjarejo,SRG,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Brebes,Banjarharjo,SRG,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Banjarnegara,Banjarmangu,SRG,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Banjarnegara,Banjarnegara,SRG,20000,2 - 3,17000,3 - 6,-,JAKARTA"
"Pemalang,Bantarbolang,SRG,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Brebes,Bantarkawung,SRG,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Semarang,Banyubiru,SRG,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Semarang,Banyumanik,SRG,16000,1 - 2,14000,2 - 3,24000,JAKARTA"
"Banyumas,Banyumas,SRG,20000,2 - 3,17000,3 - 6,-,JAKARTA"
"Batang,Banyuputih,SRG,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Batang,Batang,SRG,20000,2 - 3,17000,3 - 6,-,JAKARTA"
"Pati,Batangan,SRG,25000,3 - 6,22000,4 - 7,-,JAKARTA"
"Jepara,Batealit,SRG,25000,3 - 6,22000,4 - 7,-,JAKARTA"
